OBJECTID,Route,RteSuffix,RouteS,PMRouteID,County,District,PMPrefix,bPM,ePM,PMSuffix,bPMc,ePMc,bOdometer,eOdometer,AlignCode,RouteType,Direction,Shape_Length
218,60,,60,RIV060.R.R,RIV,8,R,11.75,12.63,,R11.75,R12.63,52.964,53.844,Right,State,EB,1111.72649889953
219,60,,60,RIV060.R.R,RIV,8,R,0,6.932,,R0.0,R6.932,40.555,47.487,Right,State,EB,13439.2583428514
220,60,,60,LA.060.R.R,LA,7,R,0.545,8.356,,R0.545,R8.356,0.719,8.53,Right,State,EB,15179.2908790279
221,60,,60,LA.060...R,LA,7,,0.52,0.545,,0.52,0.545,0.694,0.719,Right,State,EB,46.4924454590929
222,70,,70,PLU070.R.R,PLU,2,R,59.918,64.225,,R59.918,R64.225,140.549,144.856,Right,State,EB,8997.56714027472
223,63,,63,FRE063...R,FRE,6,,0,8.362,,0.0,8.362,30.023,38.385,Right,State,NB,16778.1521624801
224,60,,60,RIV060.R.L,RIV,8,R,11.75,12.63,,R11.75,R12.63,52.964,53.844,Left,State,WB,1707.74899660631
225,60,,60,RIV060...L,RIV,8,,7.207,12.684,,7.207,12.684,47.487,52.964,Left,State,WB,10333.9966187713
226,60,,60,LA.060...L,LA,7,,8.646,21.072,,8.646,21.072,8.787,21.213,Left,State,WB,24114.1124915489
227,63,,63,TUL063...R,TUL,6,,9.187,17.831,,9.187,17.831,9.503,18.147,Right,State,NB,17328.233722026
228,60,,60,LA.060...L,LA,7,,0.52,0.545,,0.52,0.545,0.694,0.719,Left,State,WB,64.1546636627008
229,60,,60,LA.060...L,LA,7,,0,0.474,,0.0,0.474,0.174,0.648,Left,State,WB,1020.93378035625
230,59,,59,MER059...R,MER,10,,30.418,33.71,,30.418,33.71,30.817,34.109,Right,State,NB,6669.62464251049
231,59,,59,MER059.R.R,MER,10,R,28.606,30.275,,R28.606,R30.275,29.148,30.817,Right,State,NB,3378.35097716198
232,59,,59,MER059...R,MER,10,,14.78,28.606,,14.78,28.606,15.322,29.148,Right,State,NB,28050.0811450512
233,59,,59,MER059.LRR,MER,10,L,14.416,14.78,R,L14.416R,L14.78R,14.958,15.322,Right Independent,State,NB,736.565615571965
234,59,,59,MER059...R,MER,10,,0.374,14.77,,0.374,14.77,0.562,14.958,Right,State,NB,29396.9165733676
235,59,,59,MAD059...R,MAD,6,,0,0.057,,0.0,0.057,0.189,0.246,Right,State,NB,104.662496838739
236,59,,59,MER059.R.L,MER,10,R,0,0.316,,R0.0,R0.316,0.246,0.562,Left,State,SB,532.277513451074
237,58,U,58U,SBD058U..L,SBD,8,,1.056,7.932,,1.056,7.932,0,6.876,Left,State,WB,13784.2055080259
238,58,,58,SBD058.M.R,SBD,8,M,29,31.205,,M29.0,M31.205,224.384,226.589,Right,State,EB,4321.48517418666
239,58,,58,SBD058.R.R,SBD,8,R,11.098,11.57,,R11.098,R11.57,206.483,206.955,Right,State,EB,925.644029728687
240,58,,58,SBD058.R.R,SBD,8,R,0,8.144,,R0.0,R8.144,195.209,203.353,Right,State,EB,15878.169869454
241,58,,58,KER058.M.R,KER,9,M,107.962,117.409,,M107.962,M117.409,159.655,169.102,Right,State,EB,18569.8809838413
242,58,,58,KER058...R,KER,6,,23.985,31.812,,23.985,31.812,81.151,88.978,Right,State,EB,15451.308301988
243,58,,58,KER058...R,KER,6,,15.42,23.781,,15.42,23.781,72.61,80.971,Right,State,EB,16328.4886769673
244,58,,58,KER058...R,KER,6,,2.7,15.41,,2.7,15.41,59.9,72.61,Right,State,EB,24904.2806591862
245,58,,58,KER058...R,KER,6,,0,1.35,,0.0,1.35,57.2,58.55,Right,State,EB,2657.80808318435
246,58,,58,SLO058.R.R,SLO,5,R,34.626,35.357,,R34.626,R35.357,34.626,35.357,Right,State,EB,1421.83796272674
247,58,,58,SLO058...R,SLO,5,,0,29.8,,0.0,29.8,0,29.8,Right,State,EB,58374.5783473598
248,58,,58,KER058.M.L,KER,9,M,107.962,117.409,,M107.962,M117.409,159.655,169.102,Left,State,WB,18568.7279757893
249,58,,58,KER058.R.L,KER,9,R,106.613,107.962,,R106.613,R107.962,158.306,159.655,Left,State,WB,2647.90043801283
250,58,,58,KER058...L,KER,6,,23.985,31.812,,23.985,31.812,81.151,88.978,Left,State,WB,15451.3173556193
251,58,,58,KER058.R.L,KER,6,R,23.781,23.961,,R23.781,R23.961,80.971,81.151,Left,State,WB,355.313162492136
252,58,,58,SLO058.R.L,SLO,5,R,29.8,30.145,,R29.8,R30.145,29.8,30.145,Left,State,WB,676.962054059825
253,57,,57,LA.057.R.R,LA,7,R,6.484,11.284,,R6.484,R11.284,18.301,23.101,Right,State,NB,9350.65615529122
254,57,,57,ORA057.R.R,ORA,12,R,22.4,22.551,,R22.4,R22.551,11.666,11.817,Right,State,NB,299.847936529441
255,57,,57,ORA057...R,ORA,12,,11.022,22.4,,11.022,22.4,0.288,11.666,Right,State,NB,22196.9531677118
256,57,,57,LA.057.R.L,LA,7,R,6.484,11.284,,R6.484,R11.284,18.386,23.186,Left,State,SB,9349.94986381653
257,57,,57,LA.057...L,LA,7,,4.761,6.484,,4.761,6.484,16.663,18.386,Left,State,SB,3342.10871091004
258,57,,57,ORA057...L,ORA,12,,11.022,22.4,,11.022,22.4,0.373,11.751,Left,State,SB,22183.9434699551
259,56,,56,SD.056...L,SD,11,,0,9.837,,0.0,9.837,0,9.837,Left,State,WB,18858.0214326503
260,55,,55,ORA055.R.R,ORA,12,R,17.6,17.876,,R17.6,R17.876,17.412,17.688,Right,State,NB,477.162487396682
261,55,,55,ORA055...R,ORA,12,,10.111,17.6,,10.111,17.6,9.923,17.412,Right,State,NB,14539.8910146856
262,55,,55,ORA055.T.R,ORA,12,T,2.069,2.512,,T2.069,T2.512,1.899,2.342,Right,State,NB,857.440480902631
263,55,,55,ORA055...R,ORA,12,,0.17,2.069,,0.17,2.069,0,1.899,Right,State,NB,3665.99794567231
264,54,,54,SD.054.T.R,SD,11,T,10.993,12.361,,T10.993,T12.361,6.306,7.674,Right,State,EB,2647.08890161004
265,54,,54,SD.054..RR,SD,11,,0,1.753,R,0.0R,1.753R,0,1.753,Right Independent,State,EB,3356.50411241742
266,54,,54,SD.054.T.L,SD,11,T,10.993,12.361,,T10.993,T12.361,6.35,7.718,Left,State,WB,2611.77630858743
267,54,,54,SD.054...L,SD,11,,1.8,6.353,,1.8,6.353,1.797,6.35,Left,State,WB,8709.82011903613
268,55,,55,ORA055.T.L,ORA,12,T,2.069,2.512,,T2.069,T2.512,1.899,2.342,Left,State,SB,865.280490170768
269,53,,53,LAK053...R,LAK,1,,0,7.445,,0.0,7.445,0,7.445,Right,State,NB,15402.8305858736
270,74,,74,RIV074...L,RIV,8,,49.16,91.974,,49.16,91.974,54.575,97.389,Left,State,WB,82625.9567325703
271,53,,53,LAK053...L,LAK,1,,0,7.445,,0.0,7.445,0,7.445,Left,State,SB,15404.2586428163
272,52,,52,SD.052...R,SD,11,,0,17.271,,0.0,17.271,0,17.271,Right,State,EB,32934.5723067499
273,52,,52,SD.052...L,SD,11,,0,17.271,,0.0,17.271,0,17.271,Left,State,WB,33018.5063428451
274,51,,51,SAC051...R,SAC,3,,4.353,8.86,,4.353,8.86,4.353,8.86,Right,State,NB,9001.49587373898
275,60,,60,RIV060.R.L,RIV,8,R,24.816,25.76,,R24.816,R25.76,65.723,66.667,Left,State,WB,1835.61218497064
276,51,,51,SAC051..RR,SAC,3,,3.688,4.353,R,3.688R,4.353R,3.688,4.353,Right Independent,State,NB,1343.32400153947
277,54,,54,SD.054...R,SD,11,,1.8,6.353,,1.8,6.353,1.753,6.306,Right,State,EB,8716.0154916387
278,51,,51,SAC051..LL,SAC,3,,3.688,4.335,L,3.688L,4.335L,3.688,4.335,Left Independent,State,SB,1324.47010940139
279,50,,50,ED.050...R,ED,3,,51.384,52.352,,51.384,52.352,79.686,80.654,Right,US,EB,2040.21622850184
280,50,,50,ED.050.R.R,ED,3,R,50.908,51.363,,R50.908,R51.363,79.231,79.686,Right,US,EB,958.064972931682
281,50,,50,ED.050...R,ED,3,,44.46,50.908,,44.46,50.908,72.783,79.231,Right,US,EB,13225.2882598659
282,50,,50,ED.050.R.R,ED,3,R,44.116,44.4,,R44.116,R44.4,72.499,72.783,Right,US,EB,572.455482922161
283,50,,50,ED.050.R.R,ED,3,R,25.765,32.339,,R25.765,R32.339,54.3,60.874,Right,US,EB,13544.8749065673
284,50,,50,ED.050.R.R,ED,3,R,21.916,22.143,,R21.916,R22.143,50.455,50.682,Right,US,EB,473.718483331347
285,50,,50,ED.050...R,ED,3,,15.273,21.916,,15.273,21.916,43.812,50.455,Right,US,EB,13714.272098591
286,58,,58,SBD058.R.L,SBD,8,R,11.571,29,,R11.571,R29.0,206.955,224.384,Left,State,WB,34214.154380607
287,54,,54,SD.054..LL,SD,11,,0,1.797,L,0.0L,1.797L,0,1.797,Left Independent,State,WB,3421.59182579974
288,50,,50,ED.050...R,ED,3,,4.22,8.04,,4.22,8.04,33.018,36.838,Right,US,EB,7862.31733843936
289,50,,50,ED.050.R.R,ED,3,R,3.154,4.216,,R3.154,R4.216,31.956,33.018,Right,US,EB,2188.53495500131
290,50,,50,ED.050.R.R,ED,3,R,1.633,1.677,,R1.633,R1.677,30.439,30.483,Right,US,EB,90.3125941423198
291,50,,50,ED.050...R,ED,3,,0,1.633,,0.0,1.633,28.806,30.439,Right,US,EB,3371.50140535851
292,50,,50,ED.050...L,ED,3,,62.306,80.44,,62.306,80.44,90.471,108.605,Left,US,WB,37588.751790375
293,50,,50,ED.050.R.L,ED,3,R,52.352,52.661,,R52.352,R52.661,80.658,80.967,Left,US,WB,637.329601706622
294,50,,50,ED.050.R.L,ED,3,R,44.116,44.4,,R44.116,R44.4,72.503,72.787,Left,US,WB,572.466519679051
295,50,,50,ED.050.R.L,ED,3,R,25.765,32.339,,R25.765,R32.339,54.304,60.878,Left,US,WB,13554.9007546156
296,50,,50,ED.050...L,ED,3,,22.147,25.765,,22.147,25.765,50.686,54.304,Left,US,WB,7417.25278891586
297,50,,50,ED.050.R.L,ED,3,R,21.916,22.143,,R21.916,R22.143,50.459,50.686,Left,US,WB,475.862918008577
298,73,,73,ORA073.R.R,ORA,12,R,25.452,27.742,,R25.452,R27.742,15.405,17.695,Right,State,NB,4430.52620562829
299,50,,50,ED.050.R.L,ED,3,R,1.633,1.677,,R1.633,R1.677,30.439,30.483,Left,US,WB,90.4427675919426
300,50,,50,ED.050...L,ED,3,,0,1.633,,0.0,1.633,28.806,30.439,Left,US,WB,3371.38816274019
301,50,,50,SAC050...L,SAC,3,,12.231,23.136,,12.231,23.136,17.901,28.806,Left,US,WB,22446.2883464063
302,50,,50,SAC050.L.L,SAC,3,L,0,2.478,,L0.0,L2.478,3.156,5.634,Left,US,WB,5080.53847889947
303,49,,49,PLU049...R,PLU,2,,0,7.5,,0.0,7.5,285.931,293.431,Right,State,NB,15575.7334494156
304,49,,49,SIE049...R,SIE,3,,47.45,64.047,,47.45,64.047,269.334,285.931,Right,State,NB,34705.0401215858
305,49,,49,SIE049...R,SIE,3,,34.424,41.224,,34.424,41.224,256.458,263.258,Right,State,NB,14198.1397792466
306,79,,79,RIV079.R.L,RIV,8,R,7.876,19.16,,R7.876,R19.16,75.069,86.353,Left,State,SB,21481.436176297
307,49,,49,SIE049.R.R,SIE,3,R,29.847,34.352,,R29.847,R34.352,251.953,256.458,Right,State,NB,9423.50675092626
308,49,,49,SIE049...R,SIE,3,,20.29,29.837,,20.29,29.837,242.406,251.953,Right,State,NB,19953.8194662326
309,49,,49,SIE049.R.R,SIE,3,R,10.914,11.096,,R10.914,R11.096,233.455,233.637,Right,State,NB,321.126655023993
310,49,,49,SIE049...R,SIE,3,,3.002,3.591,,3.002,3.591,225.575,226.164,Right,State,NB,1211.8283474204
311,49,,49,YUB049.R.R,YUB,3,R,0,0.182,,R0.0,R0.182,213.223,213.405,Right,State,NB,439.718169198437
312,49,,49,NEV049.R.R,NEV,3,R,24.346,25.702,,R24.346,R25.702,205.642,206.998,Right,State,NB,2875.96390691567
313,49,,49,NEV049...R,NEV,3,,11.155,13.263,,11.155,13.263,193.202,195.31,Right,State,NB,4391.81702868381
314,49,,49,NEV049.R.R,NEV,3,R,9.853,11.148,,R9.853,R11.148,191.907,193.202,Right,State,NB,2693.20400316421
315,49,,49,NEV049...R,NEV,3,,0,9.853,,0.0,9.853,182.054,191.907,Right,State,NB,20474.5336755321
316,49,,49,PLA049...R,PLA,3,,11.1,11.373,,11.1,11.373,181.781,182.054,Right,State,NB,566.982642303117
317,49,,49,PLA049.R.R,PLA,3,R,2.526,2.849,,R2.526,R2.849,173.448,173.771,Right,State,NB,736.126944187831
318,58,,58,SBD058...L,SBD,8,,8.138,11.268,,8.138,11.268,203.353,206.483,Left,State,WB,6292.69973617068
319,49,,49,PLA049...R,PLA,3,,0,2.526,,0.0,2.526,170.922,173.448,Right,State,NB,5148.02271114877
320,49,,49,ED.049...R,ED,3,,34.8,38.233,,34.8,38.233,167.489,170.922,Right,State,NB,7140.95204263737
321,49,,49,ED.049.R.R,ED,3,R,23.693,24.438,,R23.693,R24.438,156.571,157.316,Right,State,NB,1536.22824558813
322,49,,49,ED.049...R,ED,3,,14.765,14.856,,14.765,14.856,147.678,147.769,Right,State,NB,209.958039781991
323,49,,49,ED.049...R,ED,3,,13.546,14.597,,13.546,14.597,146.516,147.567,Right,State,NB,2150.20297327585
324,49,,49,ED.049...R,ED,3,,12.311,13.535,,12.311,13.535,145.292,146.516,Right,State,NB,2494.43233149529
325,49,,49,AMA049...R,AMA,10,,16.442,22.116,,16.442,22.116,127.336,133.01,Right,State,NB,11611.8515314955
326,49,,49,AMA049...R,AMA,10,,11.97,14.921,,11.97,14.921,122.979,125.93,Right,State,NB,6034.94539170567
327,49,,49,AMA049.R.R,AMA,10,R,6.981,11.022,,R6.981,R11.022,118.938,122.979,Right,State,NB,8321.06608508779
328,49,,49,AMA049...R,AMA,10,,1.23,6.981,,1.23,6.981,113.187,118.938,Right,State,NB,11803.471231988
329,76,,76,SD.076.R.R,SD,11,R,9.9,13.676,,R9.9,R13.676,9.9,13.676,Right,State,EB,7215.16429907589
330,49,,49,CAL049...R,CAL,10,,5.27,20.496,,5.27,20.496,86.388,101.614,Right,State,NB,31232.756391157
331,49,,49,CAL049.R.R,CAL,10,R,3.99,5.154,,R3.99,R5.154,85.224,86.388,Right,State,NB,2359.83694498265
332,49,,49,CAL049.R.R,CAL,10,R,0,1.364,,R0.0,R1.364,82.42,83.784,Right,State,NB,2807.3681601865
333,49,,49,TUO049.R.R,TUO,10,R,6.392,6.468,,R6.392,R6.468,62.913,62.989,Right,State,NB,152.308084947447
334,49,,49,MPA049...R,MPA,10,,34.986,48.835,,34.986,48.835,42.674,56.523,Right,State,NB,28171.351041253
335,49,,49,MPA049.R.R,MPA,10,R,34.203,34.781,,R34.203,R34.781,42.096,42.674,Right,State,NB,1187.49248575157
336,58,,58,SLO058.R.R,SLO,5,R,29.8,30.145,,R29.8,R30.145,29.8,30.145,Right,State,EB,676.962054059825
337,49,,49,MPA049...R,MPA,10,,18.51,34.203,,18.51,34.203,26.403,42.096,Right,State,NB,31885.3186453031
338,49,,49,CAL049.R.R,CAL,10,R,20.496,27.02,,R20.496,R27.02,101.614,108.138,Right,State,NB,13371.2926666101
339,49,,49,MPA049...R,MPA,10,,16.616,18.5,,16.616,18.5,24.519,26.403,Right,State,NB,3857.47933721258
340,59,,59,MER059...L,MER,10,,0.374,14.77,,0.374,14.77,0.562,14.958,Left,State,SB,29401.7662819314
341,49,,49,MAD049...R,MAD,6,,0,9.275,,0.0,9.275,0,9.275,Right,State,NB,18556.7494485926
342,49,,49,SIE049...L,SIE,3,,41.364,47.44,,41.364,47.44,263.258,269.334,Left,State,SB,12675.9211318947
343,49,,49,SIE049.R.L,SIE,3,R,20.126,20.292,,R20.126,R20.292,242.24,242.406,Left,State,SB,336.419077745691
344,49,,49,SIE049...L,SIE,3,,13.214,20.126,,13.214,20.126,235.328,242.24,Left,State,SB,14317.4221272154
345,49,,49,TUO049.R.R,TUO,10,R,2.782,3.136,,R2.782,R3.136,59.305,59.659,Right,State,NB,713.778333243288
346,58,,58,KER058.R.R,KER,6,R,52.332,66.287,,R52.332,R66.287,104.62,118.575,Right,State,EB,27509.7816422653
347,49,,49,SIE049...L,SIE,3,,11.098,11.195,,11.098,11.195,233.637,233.734,Left,State,SB,170.954211966876
348,49,,49,SIE049...R,SIE,3,,11.098,11.195,,11.098,11.195,233.637,233.734,Right,State,NB,170.954211966876
349,49,,49,SIE049.R.L,SIE,3,R,10.914,11.096,,R10.914,R11.096,233.455,233.637,Left,State,SB,321.126655023993
350,49,,49,SIE049.R.L,SIE,3,R,10.241,10.504,,R10.241,R10.504,232.81,233.073,Left,State,SB,571.492615429157
351,49,,49,SIE049...L,SIE,3,,3.912,10.241,,3.912,10.241,226.481,232.81,Left,State,SB,13572.2370298427
352,49,,49,SIE049.R.L,SIE,3,R,3.591,3.908,,R3.591,R3.908,226.164,226.481,Left,State,SB,666.877906586267
353,49,,49,SIE049...L,SIE,3,,3.002,3.591,,3.002,3.591,225.575,226.164,Left,State,SB,1211.8283474204
354,49,,49,SIE049.R.L,SIE,3,R,2.937,2.992,,R2.937,R2.992,225.52,225.575,Left,State,SB,112.863579260698
355,49,,49,SIE049...L,SIE,3,,0,2.937,,0.0,2.937,222.583,225.52,Left,State,SB,6033.76461088263
356,49,,49,YUB049...L,YUB,3,,0.194,9.372,,0.194,9.372,213.405,222.583,Left,State,SB,19093.7093395606
357,49,,49,SIE049...L,SIE,3,,47.45,64.047,,47.45,64.047,269.334,285.931,Left,State,SB,34705.0349772506
358,49,,49,YUB049.R.L,YUB,3,R,0,0.182,,R0.0,R0.182,213.223,213.405,Left,State,SB,439.718169198437
359,49,,49,NEV049.R.L,NEV,3,R,24.346,25.702,,R24.346,R25.702,205.642,206.998,Left,State,SB,2875.9539507439
360,49,,49,NEV049.R.L,NEV,3,R,21.801,22.044,,R21.801,R22.044,203.261,203.504,Left,State,SB,516.171826333186
361,49,,49,NEV049.R.L,NEV,3,R,13.263,14.475,,R13.263,R14.475,195.31,196.522,Left,State,SB,2520.47697231207
362,49,,49,NEV049.R.L,NEV,3,R,9.853,11.148,,R9.853,R11.148,191.907,193.202,Left,State,SB,2691.84623215194
363,49,,49,NEV049...L,NEV,3,,0,9.853,,0.0,9.853,182.054,191.907,Left,State,SB,20474.5556175525
364,49,,49,PLA049...L,PLA,3,,3.09,7.699,,3.09,7.699,173.771,178.38,Left,State,SB,9563.33688580857
365,49,,49,TUO049...R,TUO,10,,22.72,26.479,,22.72,26.479,77.619,81.378,Right,State,NB,7909.11348490485
366,49,,49,PLA049.R.L,PLA,3,R,2.526,2.849,,R2.526,R2.849,173.448,173.771,Left,State,SB,735.819600863421
367,49,,49,ED.049...L,ED,3,,14.891,23.693,,14.891,23.693,147.769,156.571,Left,State,SB,18032.3912230334
368,74,,74,RIV074.R.L,RIV,8,R,3.997,4.419,,R3.997,R4.419,20.592,21.014,Left,State,WB,819.313120398869
369,49,,49,ED.049...L,ED,3,,13.546,14.597,,13.546,14.597,146.516,147.567,Left,State,SB,2150.20297327585
370,49,,49,ED.049...L,ED,3,,12.311,13.535,,12.311,13.535,145.292,146.516,Left,State,SB,2494.43233149529
371,49,,49,ED.049...L,ED,3,,0,11.863,,0.0,11.863,133.01,144.873,Left,State,SB,24452.4103768998
372,49,,49,AMA049...L,AMA,10,,16.442,22.116,,16.442,22.116,127.336,133.01,Left,State,SB,11592.7406861654
373,58,,58,SBD058.M.L,SBD,8,M,29,31.205,,M29.0,M31.205,224.384,226.589,Left,State,WB,4350.82126341333
374,49,,49,AMA049.R.L,AMA,10,R,14.921,15.66,,R14.921,R15.66,125.93,126.669,Left,State,SB,1531.38293240746
375,49,,49,AMA049...L,AMA,10,,1.23,6.981,,1.23,6.981,113.187,118.938,Left,State,SB,11805.1649464399
376,49,,49,AMA049.R.L,AMA,10,R,0.142,1.182,,R0.142,R1.182,112.147,113.187,Left,State,SB,2134.56570591223
377,49,,49,AMA049...L,AMA,10,,0,0.142,,0.0,0.142,112.005,112.147,Left,State,SB,324.675757022699
378,49,,49,CAL049.R.L,CAL,10,R,20.496,27.02,,R20.496,R27.02,101.614,108.138,Left,State,SB,13371.2926666101
379,49,,49,SIE049...R,SIE,3,,13.214,20.126,,13.214,20.126,235.328,242.24,Right,State,NB,14317.4221272154
380,49,,49,CAL049.R.L,CAL,10,R,3.99,5.154,,R3.99,R5.154,85.224,86.388,Left,State,SB,2359.83694498265
381,49,,49,CAL049...L,CAL,10,,2.55,3.99,,2.55,3.99,83.784,85.224,Left,State,SB,2919.29810734178
382,54,,54,SD.054.T.L,SD,11,T,12.52,14.212,,T12.52,T14.212,7.718,9.41,Left,State,WB,3262.46393016449
383,49,,49,TUO049.R.L,TUO,10,R,22.417,22.717,,R22.417,R22.717,77.319,77.619,Left,State,SB,633.962708708235
384,49,,49,TUO049.R.L,TUO,10,R,6.392,6.468,,R6.392,R6.468,62.913,62.989,Left,State,SB,152.308084947447
385,57,,57,LA.057.R.R,LA,7,R,0,4.296,,R0.0,R4.296,11.817,16.113,Right,State,NB,8354.95633486382
386,49,,49,TUO049.R.L,TUO,10,R,2.782,3.136,,R2.782,R3.136,59.305,59.659,Left,State,SB,713.778333243288
387,49,,49,MAD049...L,MAD,6,,0,9.275,,0.0,9.275,0,9.275,Left,State,SB,18556.7494485926
388,47,,47,LA.047...R,LA,7,,3.497,4.565,,3.497,4.565,2.244,3.312,Right,State,NB,2157.57214861547
389,47,,47,LA.047...R,LA,7,,0.722,2.302,,0.722,2.302,0.664,2.244,Right,State,NB,2774.03207058381
390,50,,50,ED.050...R,ED,3,,32.491,44.116,,32.491,44.116,60.874,72.499,Right,US,EB,23830.5537200566
391,47,,47,LA.047.R.R,LA,7,R,0,0.43,,R0.0,R0.43,0.234,0.664,Right,State,NB,1109.70255610737
392,71,,71,RIV071.R.R,RIV,8,R,0,0.018,,R0.0,R0.018,13.428,13.446,Right,State,SB,60.2404461219365
393,47,,47,LA.047.L.R,LA,7,L,0,0.234,,L0.0,L0.234,0,0.234,Right,State,NB,601.549704235878
394,49,,49,MPA049...R,MPA,10,,0.332,15.576,,0.332,15.576,9.275,24.519,Right,State,NB,30834.827420106
395,72,,72,LA.072...L,LA,7,,0,6.767,,0.0,6.767,0.497,7.264,Left,State,SB,13167.104121943
396,47,,47,LA.047...L,LA,7,,0.722,2.302,,0.722,2.302,0.664,2.244,Left,State,SB,2774.1297302457
397,65,,65,PLA065.M.R,PLA,3,M,8,8.712,,M8.0,M8.712,67.707,68.419,Right,State,NB,1541.1149653493
398,47,,47,LA.047.L.L,LA,7,L,0,0.234,,L0.0,L0.234,0,0.234,Left,State,SB,276.414944666621
399,46,,46,KER046.R.R,KER,6,R,57.325,57.893,,R57.325,R57.893,110.236,110.804,Right,State,EB,1088.93664019576
400,46,,46,KER046...R,KER,6,,0,57.325,,0.0,57.325,52.911,110.236,Right,State,EB,113553.873662151
401,60,,60,RIV060...R,RIV,8,,7.207,12.684,,7.207,12.684,47.487,52.964,Right,State,EB,10604.0476094302
402,46,,46,SLO046.R.L,SLO,5,R,0.146,21.969,,R0.146,R21.969,0,21.823,Left,State,WB,43217.7958131478
403,45,,45,GLE045.R.R,GLE,3,R,20.32,21.116,,R20.32,R21.116,67.183,67.979,Right,State,NB,1708.43811524351
404,49,,49,SIE049...L,SIE,3,,20.29,29.837,,20.29,29.837,242.406,251.953,Left,State,SB,19953.8194662326
405,45,,45,COL045...R,COL,3,,22.049,34.176,,22.049,34.176,34.736,46.863,Right,State,NB,25169.924616691
406,45,,45,COL045.R.R,COL,3,R,21.8,22.046,,R21.8,R22.046,34.49,34.736,Right,State,NB,362.463039549226
407,45,,45,COL045...R,COL,3,,4.507,19.84,,4.507,19.84,17.207,32.54,Right,State,NB,31776.146049879
408,45,,45,COL045.R.R,COL,3,R,2.803,3.143,,R2.803,R3.143,15.723,16.063,Right,State,NB,703.544639109425
409,78,,78,SD.078.R.L,SD,11,R,26.594,26.92,,R26.594,R26.92,26.972,27.298,Left,State,WB,630.685016445987
410,45,,45,COL045...L,COL,3,,19.85,21.8,,19.85,21.8,32.54,34.49,Left,State,SB,4265.98035048638
411,44,,44,LAS044.R.R,LAS,2,R,31.987,32.517,,R31.987,R32.517,101.467,101.997,Right,State,EB,1080.08455342958
412,44,,44,SHA044...R,SHA,2,,49.426,71.389,,49.426,71.389,47.517,69.48,Right,State,EB,46603.7595807711
413,44,,44,SHA044.R.R,SHA,2,R,48.578,49.551,,R48.578,R49.551,46.544,47.517,Right,State,EB,2058.55387527336
414,49,,49,AMA049...R,AMA,10,,15.707,16.374,,15.707,16.374,126.669,127.336,Right,State,NB,1382.53363413785
415,44,,44,SHA044...R,SHA,2,,48.224,48.56,,48.224,48.56,46.208,46.544,Right,State,EB,710.782487206431
416,49,,49,NEV049...L,NEV,3,,11.155,13.263,,11.155,13.263,193.202,195.31,Left,State,SB,4389.57435200211
417,44,,44,SHA044.R.R,SHA,2,R,46.98,48.2,,R46.98,R48.2,44.988,46.208,Right,State,EB,2689.72531090009
418,44,,44,SHA044.L.R,SHA,2,L,0.54,1.808,,L0.54,L1.808,0.54,1.808,Right,State,EB,2675.70822740392
419,44,,44,SHA044.LRR,SHA,2,L,0,0.54,R,L0.0R,L0.54R,0,0.54,Right Independent,State,EB,1153.03618977102
420,49,,49,AMA049...L,AMA,10,,15.707,16.374,,15.707,16.374,126.669,127.336,Left,State,SB,1382.53363413785
421,44,,44,LAS044.R.L,LAS,2,R,31.987,32.517,,R31.987,R32.517,101.425,101.955,Left,State,WB,1080.08455342958
422,76,,76,SD.076.M.L,SD,11,M,9.455,9.9,,M9.455,M9.9,9.455,9.9,Left,State,WB,851.587785016215
423,44,,44,SHA044...L,SHA,2,,49.426,71.389,,49.426,71.389,47.475,69.438,Left,State,WB,46603.5382180011
424,44,,44,SHA044.R.L,SHA,2,R,48.578,49.551,,R48.578,R49.551,46.502,47.475,Left,State,WB,2058.55387527336
425,44,,44,SHA044...L,SHA,2,,48.224,48.56,,48.224,48.56,46.166,46.502,Left,State,WB,710.782487206431
426,49,,49,SIE049...R,SIE,3,,41.364,47.44,,41.364,47.44,263.258,269.334,Right,State,NB,12675.9211318947
427,44,,44,SHA044.R.L,SHA,2,R,46.98,48.2,,R46.98,R48.2,44.946,46.166,Left,State,WB,2689.72531090009
428,44,,44,SHA044.L.L,SHA,2,L,0.54,1.808,,L0.54,L1.808,0.498,1.766,Left,State,WB,2682.34061307586
429,79,,79,RIV079...L,RIV,8,,36.308,40.449,,36.308,40.449,91.47,95.611,Left,State,SB,8060.40562828025
430,44,,44,SHA044.LLL,SHA,2,L,0,0.498,L,L0.0L,L0.498L,0,0.498,Left Independent,State,WB,1048.18962383712
431,43,,43,TUL043...R,TUL,6,,22.109,22.674,,22.109,22.674,60.775,61.34,Right,State,NB,1146.49140522563
432,58,,58,SBD058.R.R,SBD,8,R,31.144,34.812,,R31.144,R34.812,226.589,230.257,Right,State,EB,7203.06608183749
433,43,,43,TUL043.R.R,TUL,6,R,9.897,22.132,,R9.897,R22.132,48.54,60.775,Right,State,NB,24370.9320527379
434,43,,43,TUL043...R,TUL,6,,0,9.897,,0.0,9.897,38.643,48.54,Right,State,NB,19282.0107827118
435,43,,43,KER043...R,KER,6,,21.464,22.224,,21.464,22.224,21.362,22.122,Right,State,NB,1507.02926898548
436,43,,43,FRE043...L,FRE,6,,0,9.308,,0.0,9.308,88.626,97.934,Left,State,SB,18746.772369095
